taskId,img0Id,img1Id,img0Name,img1Name,jason,jim,karyn,kelly,maria,mike,mikeR,mikeS,nina,paul,pete,susan,testuser4
278,262,271,18.jpg,14.jpg,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,1
279,264,269,20.jpg,30.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
280,262,252,18.jpg,16.jpg,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
281,260,248,26.jpg,15.jpg,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1
282,253,262,10.jpg,18.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
283,248,269,15.jpg,30.jpg,1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1
284,275,255,28.jpg,1.jpg,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1
285,262,270,18.jpg,33.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,1
286,252,264,16.jpg,20.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
287,249,252,27.jpg,16.jpg,1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1
288,246,264,21.jpg,20.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
289,254,262,11.jpg,18.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,1
290,275,259,28.jpg,4.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
291,256,259,32.jpg,4.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
292,276,258,23.jpg,35.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
293,264,272,20.jpg,2.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
294,256,271,32.jpg,14.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,261,267,3.jpg,13.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
296,249,255,27.jpg,1.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
297,250,260,8.jpg,26.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
298,264,276,20.jpg,23.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
299,258,277,35.jpg,7.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
300,251,258,31.jpg,35.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1
301,275,264,28.jpg,20.jpg,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1
302,278,273,24.jpg,6.jpg,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1
303,249,278,27.jpg,24.jpg,1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1
304,247,263,9.jpg,34.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
305,279,251,17.jpg,31.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
306,248,255,15.jpg,1.jpg,1,1,-1,-1,1,-1,1,1,1,1,1,1,1
307,252,257,16.jpg,19.jpg,1,1,-1,1,1,1,1,1,-1,1,1,1,1
308,262,279,18.jpg,17.jpg,1,1,1,1,-1,1,1,1,-1,1,1,1,-1
309,267,258,13.jpg,35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,263,279,34.jpg,17.jpg,1,1,1,1,-1,1,1,1,-1,1,1,1,-1
311,253,263,10.jpg,34.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,247,278,9.jpg,24.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
313,248,264,15.jpg,20.jpg,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1
314,250,256,8.jpg,32.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
315,268,274,22.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
316,252,278,16.jpg,24.jpg,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1
317,248,270,15.jpg,33.jpg,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1
318,268,272,22.jpg,2.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
319,249,271,27.jpg,14.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
320,268,277,22.jpg,7.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
321,257,279,19.jpg,17.jpg,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1
322,251,253,31.jpg,10.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
323,269,270,30.jpg,33.jpg,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1
324,268,247,22.jpg,9.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
325,256,258,32.jpg,35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
326,256,267,32.jpg,13.jpg,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1
327,249,265,27.jpg,5.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
328,258,276,35.jpg,23.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
329,279,249,17.jpg,27.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
330,251,248,31.jpg,15.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
331,246,271,21.jpg,14.jpg,1,-1,1,1,-1,1,1,1,1,1,1,1,1
332,256,273,32.jpg,6.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,248,278,15.jpg,24.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334,247,267,9.jpg,13.jpg,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1
335,261,278,3.jpg,24.jpg,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1
336,254,266,11.jpg,25.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
337,252,273,16.jpg,6.jpg,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1
338,257,265,19.jpg,5.jpg,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1
339,259,261,4.jpg,3.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,263,266,34.jpg,25.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
341,253,266,10.jpg,25.jpg,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1
342,259,275,4.jpg,28.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
343,256,264,32.jpg,20.jpg,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1
344,255,271,1.jpg,14.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
345,260,268,26.jpg,22.jpg,-1,1,1,1,-1,1,-1,1,1,1,1,1,1
346,250,259,8.jpg,4.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
347,264,256,20.jpg,32.jpg,-1,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1
348,255,259,1.jpg,4.jpg,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1
349,277,254,7.jpg,11.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
350,269,265,30.jpg,5.jpg,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1
351,248,253,15.jpg,10.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,1
352,276,246,23.jpg,21.jpg,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
353,252,279,16.jpg,17.jpg,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1
354,270,277,33.jpg,7.jpg,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1
355,255,262,1.jpg,18.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
356,251,270,31.jpg,33.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
357,260,263,26.jpg,34.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
358,251,257,31.jpg,19.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,1
359,251,277,31.jpg,7.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
360,279,256,17.jpg,32.jpg,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1
361,269,274,30.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
362,258,254,35.jpg,11.jpg,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1
363,247,250,9.jpg,8.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364,256,274,32.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
365,249,270,27.jpg,33.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
366,254,271,11.jpg,14.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
367,247,258,9.jpg,35.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
368,261,276,3.jpg,23.jpg,1,1,1,1,1,1,-1,1,1,1,1,1,1
369,254,278,11.jpg,24.jpg,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1
370,260,271,26.jpg,14.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
371,270,250,33.jpg,8.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
372,252,255,16.jpg,1.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
373,270,275,33.jpg,28.jpg,-1,1,1,1,-1,1,1,1,1,1,1,1,1
374,269,271,30.jpg,14.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
375,250,251,8.jpg,31.jpg,1,1,1,1,-1,1,1,1,1,1,-1,1,-1
376,252,269,16.jpg,30.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,1
377,258,263,35.jpg,34.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
378,266,268,25.jpg,22.jpg,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1
379,260,267,26.jpg,13.jpg,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1
380,272,277,2.jpg,7.jpg,-1,1,1,1,1,1,1,-1,1,1,1,1,1
381,249,253,27.jpg,10.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
382,253,255,10.jpg,1.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
383,279,277,17.jpg,7.jpg,-1,1,1,1,1,1,-1,-1,1,1,1,1,1
384,257,274,19.jpg,29.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
385,272,275,2.jpg,28.jpg,1,1,1,1,-1,1,1,1,-1,1,1,1,1
386,254,259,11.jpg,4.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
387,269,267,30.jpg,13.jpg,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1
388,249,248,27.jpg,15.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
389,257,270,19.jpg,33.jpg,-1,1,1,1,1,1,1,1,1,1,1,-1,1
390,265,254,5.jpg,11.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
391,256,268,32.jpg,22.jpg,1,1,1,1,1,1,1,1,1,1,1,1,-1
392,250,263,8.jpg,34.jpg,1,-1,1,1,1,1,1,1,1,1,1,1,1
393,255,267,1.jpg,13.jpg,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1
394,248,260,15.jpg,26.jpg,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1
395,254,264,11.jpg,20.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
396,258,275,35.jpg,28.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
397,249,267,27.jpg,13.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
398,248,258,15.jpg,35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
399,253,269,10.jpg,30.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400,246,268,21.jpg,22.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,1
401,249,268,27.jpg,22.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
402,264,274,20.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
403,257,264,19.jpg,20.jpg,-1,1,1,1,1,1,-1,1,1,1,1,1,1
404,248,257,15.jpg,19.jpg,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
405,265,274,5.jpg,29.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
406,262,278,18.jpg,24.jpg,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
407,258,264,35.jpg,20.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
408,246,269,21.jpg,30.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
409,260,258,26.jpg,35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
410,247,271,9.jpg,14.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
411,279,268,17.jpg,22.jpg,1,1,1,1,1,1,1,-1,1,1,1,1,1
412,272,273,2.jpg,6.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
413,251,266,31.jpg,25.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,1
414,261,274,3.jpg,29.jpg,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1
415,256,265,32.jpg,5.jpg,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1
416,248,268,15.jpg,22.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
417,246,251,21.jpg,31.jpg,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1
418,268,258,22.jpg,35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
419,264,278,20.jpg,24.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
420,255,273,1.jpg,6.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
421,277,274,7.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
422,248,252,15.jpg,16.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
423,272,279,2.jpg,17.jpg,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1
424,248,259,15.jpg,4.jpg,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1
425,271,277,14.jpg,7.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
426,247,266,9.jpg,25.jpg,1,1,1,1,-1,1,1,1,-1,1,1,1,1
427,259,277,4.jpg,7.jpg,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1
428,278,279,24.jpg,17.jpg,1,-1,1,1,-1,1,1,1,1,1,1,1,1
429,259,246,4.jpg,21.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
430,253,274,10.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
431,267,269,13.jpg,30.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
432,258,262,35.jpg,18.jpg,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
433,272,276,2.jpg,23.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1
434,273,262,6.jpg,18.jpg,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1
435,275,274,28.jpg,29.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
436,264,266,20.jpg,25.jpg,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1
437,259,274,4.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
438,250,279,8.jpg,17.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
439,259,255,4.jpg,1.jpg,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1
440,254,273,11.jpg,6.jpg,1,-1,1,1,-1,1,1,1,1,1,1,1,-1
441,261,271,3.jpg,14.jpg,1,1,1,1,1,1,1,1,1,1,-1,1,1
442,251,263,31.jpg,34.jpg,-1,-1,1,-1,1,1,1,1,1,1,1,1,1
443,255,260,1.jpg,26.jpg,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1
444,247,249,9.jpg,27.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
445,265,247,5.jpg,9.jpg,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1
446,246,267,21.jpg,13.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
447,258,271,35.jpg,14.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
448,263,273,34.jpg,6.jpg,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1
449,249,263,27.jpg,34.jpg,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,1
450,247,270,9.jpg,33.jpg,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1
451,255,268,1.jpg,22.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
452,269,254,30.jpg,11.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
453,250,253,8.jpg,10.jpg,1,1,1,1,1,-1,1,1,1,1,1,1,1
454,274,251,29.jpg,31.jpg,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1
455,264,258,20.jpg,35.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
456,261,275,3.jpg,28.jpg,1,1,1,1,1,1,1,1,-1,1,1,1,1
457,267,276,13.jpg,23.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
458,250,267,8.jpg,13.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
459,256,263,32.jpg,34.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
460,253,259,10.jpg,4.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
461,262,273,18.jpg,6.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1
462,252,272,16.jpg,2.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,1
463,266,269,25.jpg,30.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
464,259,279,4.jpg,17.jpg,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1
465,259,271,4.jpg,14.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
466,258,274,35.jpg,29.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
467,246,253,21.jpg,10.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
468,262,267,18.jpg,13.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,1
469,278,255,24.jpg,1.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
470,251,279,31.jpg,17.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
471,265,261,5.jpg,3.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472,257,277,19.jpg,7.jpg,-1,1,1,1,1,1,1,-1,1,1,1,1,1
473,254,275,11.jpg,28.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,1
474,270,279,33.jpg,17.jpg,-1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1
475,259,262,4.jpg,18.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
476,257,267,19.jpg,13.jpg,1,1,1,1,1,1,1,-1,1,1,1,1,1
477,255,274,1.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
478,278,271,24.jpg,14.jpg,1,-1,1,-1,1,1,-1,1,1,1,1,1,1
479,254,279,11.jpg,17.jpg,1,1,1,1,-1,1,1,1,1,1,1,1,-1
480,275,276,28.jpg,23.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
481,266,275,25.jpg,28.jpg,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1
482,269,277,30.jpg,7.jpg,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1
483,259,264,4.jpg,20.jpg,1,1,1,1,1,1,1,1,1,1,1,1,-1
484,260,270,26.jpg,33.jpg,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1
485,252,260,16.jpg,26.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
486,269,273,30.jpg,6.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
487,261,250,3.jpg,8.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
488,268,273,22.jpg,6.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
489,262,274,18.jpg,29.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
490,251,268,31.jpg,22.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
491,248,276,15.jpg,23.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
492,253,264,10.jpg,20.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1
493,269,275,30.jpg,28.jpg,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1
494,269,247,30.jpg,9.jpg,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1
495,246,270,21.jpg,33.jpg,1,-1,1,1,1,1,1,1,1,1,1,1,1
496,273,248,6.jpg,15.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
497,265,273,5.jpg,6.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
498,276,277,23.jpg,7.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
499,271,279,14.jpg,17.jpg,1,1,1,1,-1,1,1,1,-1,1,1,1,-1
500,256,279,32.jpg,17.jpg,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1
501,253,276,10.jpg,23.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
502,275,277,28.jpg,7.jpg,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
503,260,256,26.jpg,32.jpg,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1
504,249,275,27.jpg,28.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
505,250,255,8.jpg,1.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
506,272,262,2.jpg,18.jpg,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1
507,262,268,18.jpg,22.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,-1
508,257,259,19.jpg,4.jpg,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1
509,269,248,30.jpg,15.jpg,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1
510,250,276,8.jpg,23.jpg,1,1,1,1,1,1,1,1,1,1,1,1,-1
511,275,273,28.jpg,6.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
512,251,276,31.jpg,23.jpg,-1,-1,1,-1,1,1,1,1,1,1,1,1,1
513,251,269,31.jpg,30.jpg,1,1,1,-1,1,1,1,1,1,1,1,1,1
514,254,277,11.jpg,7.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
515,258,259,35.jpg,4.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
516,252,262,16.jpg,18.jpg,1,1,1,1,1,1,1,-1,-1,1,1,1,1
517,266,271,25.jpg,14.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
518,257,263,19.jpg,34.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
519,255,256,1.jpg,32.jpg,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1
520,268,271,22.jpg,14.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
521,267,271,13.jpg,14.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
522,248,263,15.jpg,34.jpg,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
523,249,273,27.jpg,6.jpg,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1
524,247,253,9.jpg,10.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
525,246,257,21.jpg,19.jpg,1,-1,1,1,-1,1,1,1,1,1,1,1,-1
526,258,278,35.jpg,24.jpg,1,1,1,1,-1,1,1,-1,1,-1,-1,1,-1
527,271,260,14.jpg,26.jpg,1,1,-1,1,1,1,1,1,1,1,1,1,1
528,251,264,31.jpg,20.jpg,1,1,1,1,1,1,-1,1,1,1,1,1,1
529,246,261,21.jpg,3.jpg,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1
530,263,267,34.jpg,13.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
531,263,264,34.jpg,20.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1
532,265,279,5.jpg,17.jpg,-1,-1,1,,-1,1,-1,1,-1,1,-1,1,-1
533,278,253,24.jpg,10.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
534,273,279,6.jpg,17.jpg,1,1,1,,-1,1,1,1,-1,1,1,1,-1
535,257,248,19.jpg,15.jpg,1,1,1,,1,1,-1,-1,1,1,-1,1,1
536,265,248,5.jpg,15.jpg,1,-1,1,,-1,1,-1,-1,-1,1,-1,1,1
537,261,264,3.jpg,20.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
538,249,262,27.jpg,18.jpg,1,1,1,,1,1,1,1,-1,1,-1,1,1
539,255,279,1.jpg,17.jpg,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,1,-1
540,253,277,10.jpg,7.jpg,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
541,253,275,10.jpg,28.jpg,-1,-1,1,,-1,-1,-1,-1,-1,1,1,-1,-1
542,263,276,34.jpg,23.jpg,1,1,1,,-1,-1,1,1,1,1,1,1,1
543,256,270,32.jpg,33.jpg,1,1,-1,,-1,-1,1,1,-1,1,-1,-1,-1
544,266,267,25.jpg,13.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
545,254,261,11.jpg,3.jpg,1,-1,-1,,-1,1,1,1,1,1,-1,1,-1
546,270,272,33.jpg,2.jpg,-1,-1,1,,-1,-1,-1,-1,-1,-1,1,1,-1
547,265,248,5.jpg,15.jpg,-1,-1,1,,1,1,-1,-1,1,1,-1,1,1
548,271,246,14.jpg,21.jpg,1,1,-1,,-1,-1,1,-1,-1,1,-1,-1,-1
549,250,258,8.jpg,35.jpg,-1,-1,-1,,-1,1,1,1,1,-1,1,1,-1
550,249,277,27.jpg,7.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
551,259,260,4.jpg,26.jpg,1,1,-1,,1,1,1,1,-1,1,1,1,1
552,272,278,2.jpg,24.jpg,-1,1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1
553,257,258,19.jpg,35.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
554,250,269,8.jpg,30.jpg,1,1,1,,1,1,1,1,1,1,1,1,1
555,256,262,32.jpg,18.jpg,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,1
556,268,269,22.jpg,30.jpg,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,-1,1
